Date,Dollar Index DXY, USD/VND - VCB (sell), USD/VND - NHNN (sell), EUR/VND - VCB (sell),  EUR/VND - NHNN (sell), CNY/VND - VCB (sell),  CNY/VND - NHNN (sell)
10/06/2023            10/06/2023             ,106.077             ,24560.0             ,25238.0             ,26345.09             ,26577.0             ,3411.61             ,3298.86
